[240, 255, 239, 241, 224, 192, 1, 2, 0, 134, 29, 255, 255, 227, 222, 251, 255, 255, 229, 241, 79, 195, 48, 12, 131, 67, 98, 198, 59, 255, 126, 251, 109, 213, 252, 243, 159, 63, 247, 148, 247, 19, 19, 33, 51, 6, 16, 155, 219, 255, 190, 129, 32, 216, 207, 207, 145, 44, 223, 255, 27, 12, 16, 0]
[224, 255, 231, 251, 239, 192, 1, 2, 0, 0, 28, 254, 245, 255, 255, 255, 187, 239, 180, 241, 127, 195, 32, 12, 135, 19, 4, 76, 57, 239, 124, 231, 29, 127, 254, 255, 203, 141, 177, 246, 255, 155, 3, 32, 0, 0, 0, 159, 223, 255, 127, 215, 179, 109, 119, 39, 249, 182, 67, 36, 19, 0, 0, 0]
[254, 157, 227, 112, 112, 88, 0, 0, 0, 194, 15, 127, 254, 249, 230, 147, 143, 124, 228, 33, 8, 193, 0, 0, 0, 16, 0, 0, 0, 2, 28, 97, 12, 19, 238, 124, 199, 156, 243, 28, 228, 16, 3, 56, 160, 23, 0, 0, 201, 100, 50, 51, 25, 12, 38, 34, 153, 108, 100, 36, 91, 197, 95, 48]
[244, 255, 255, 255, 241, 64, 0, 65, 193, 206, 31, 255, 241, 207, 31, 247, 220, 243, 207, 127, 190, 227, 16, 0, 0, 160, 123, 231, 59, 255, 124, 231, 25, 165, 28, 226, 124, 247, 255, 255, 255, 27, 3, 0, 187, 247, 127, 30, 223, 239, 83, 65, 16, 12, 206, 92, 62, 191, 255, 255, 27, 197, 221, 255]
[240, 255, 255, 247, 0, 0, 64, 0, 128, 128, 0, 254, 240, 199, 31, 255, 252, 243, 255, 255, 255, 243, 0, 4, 0, 0, 0, 64, 8, 3, 48, 227, 251, 239, 61, 167, 60, 240, 204, 115, 199, 24, 3, 32, 0, 0, 0, 201, 251, 239, 247, 243, 233, 191, 155, 209, 46, 67, 64, 32, 18, 12, 0, 128]
[180, 255, 255, 255, 255, 193, 0, 0, 128, 206, 29, 239, 241, 207, 63, 246, 216, 231, 135, 49, 12, 195, 16, 12, 0, 0, 16, 224, 24, 47, 124, 227, 27, 47, 60, 240, 144, 3, 131, 24, 196, 16, 3, 49, 0, 128, 36, 153, 201, 32, 114, 115, 159, 199, 192, 78, 211, 104, 96, 0, 90, 8, 0, 128]
[95, 252, 255, 23, 17, 32, 128, 125, 0, 0, 0, 8, 240, 192, 255, 255, 255, 255, 205, 17, 12, 0, 0, 136, 113, 31, 4, 88, 96, 195, 0, 128, 63, 127, 252, 255, 223, 29, 3, 0, 0, 0, 9, 236, 0, 70, 247, 255, 62, 145, 100, 243, 255, 253, 255, 15, 129, 104, 116, 0, 196, 59, 1, 0]
[252, 31, 195, 96, 96, 0, 0, 65, 65, 66, 141, 255, 254, 251, 238, 179, 143, 126, 224, 33, 12, 193, 0, 2, 193, 19, 0, 0, 0, 34, 28, 225, 142, 27, 231, 220, 231, 220, 235, 28, 198, 16, 145, 40, 169, 6, 0, 0, 201, 100, 50, 51, 25, 44, 55, 48, 152, 108, 100, 36, 26, 239, 127, 50]
[180, 123, 207, 97, 96, 64, 0, 99, 67, 70, 252, 255, 255, 255, 254, 243, 207, 255, 243, 33, 14, 243, 16, 2, 67, 176, 0, 0, 0, 6, 252, 227, 239, 223, 247, 159, 255, 252, 235, 24, 135, 24, 147, 40, 191, 23, 2, 0, 193, 100, 50, 179, 121, 190, 63, 49, 144, 72, 96, 32, 18, 197, 127, 55]
[255, 159, 227, 124, 16, 96, 192, 225, 32, 231, 255, 255, 190, 123, 6, 16, 136, 126, 255, 247, 158, 32, 24, 203, 227, 185, 2, 132, 57, 127, 191, 177, 198, 152, 1, 134, 53, 118, 222, 185, 247, 255, 223, 36, 255, 247, 7, 18, 219, 117, 156, 62, 71, 243, 29, 208, 228, 171, 156, 255, 255, 207, 223, 63]
[203, 255, 175, 209, 0, 32, 192, 160, 32, 129, 27, 255, 253, 247, 222, 115, 143, 120, 228, 49, 15, 32, 8, 207, 254, 27, 0, 0, 0, 2, 124, 251, 255, 255, 247, 159, 255, 223, 227, 144, 231, 154, 240, 189, 252, 14, 2, 0, 201, 100, 178, 243, 125, 255, 251, 243, 217, 40, 64, 36, 137, 127, 187, 50]
[176, 255, 207, 227, 241, 249, 115, 2, 135, 142, 29, 238, 16, 3, 223, 111, 182, 153, 2, 32, 0, 131, 254, 127, 135, 97, 225, 254, 255, 255, 119, 143, 48, 32, 208, 125, 239, 223, 7, 8, 0, 96, 62, 247, 51, 226, 125, 159, 79, 131, 201, 236, 30, 96, 254, 255, 255, 64, 52, 1, 68, 184, 249, 0]
[244, 255, 199, 96, 248, 216, 48, 3, 131, 134, 13, 254, 252, 247, 223, 55, 15, 88, 0, 32, 203, 255, 255, 63, 139, 99, 103, 206, 57, 4, 48, 227, 221, 19, 194, 88, 198, 24, 3, 132, 61, 119, 246, 243, 51, 231, 191, 110, 33, 128, 114, 127, 13, 227, 229, 163, 249, 39, 18, 250, 44, 136, 251, 255]
[0, 240, 255, 255, 255, 207, 7, 14, 12, 16, 32, 128, 97, 196, 16, 224, 240, 199, 31, 247, 249, 255, 63, 14, 134, 99, 247, 62, 255, 252, 255, 255, 255, 239, 17, 131, 56, 103, 60, 103, 132, 112, 159, 49, 51, 225, 255, 255, 255, 255, 255, 255, 255, 243, 137, 208, 102, 247, 1, 0, 118, 141, 128, 155]
[107, 255, 255, 247, 243, 227, 135, 14, 0, 5, 11, 220, 241, 207, 255, 255, 191, 251, 204, 113, 140, 227, 56, 142, 247, 31, 0, 0, 0, 255, 125, 167, 191, 255, 255, 191, 239, 152, 195, 24, 231, 222, 253, 255, 255, 6, 96, 153, 216, 255, 215, 195, 251, 254, 39, 2, 0, 130, 129, 65, 0, 96, 113, 0]
[254, 11, 0, 0, 12, 28, 120, 48, 241, 255, 255, 247, 158, 59, 192, 1, 15, 124, 243, 143, 31, 252, 192, 1, 56, 144, 57, 227, 255, 255, 247, 158, 247, 144, 195, 132, 255, 255, 255, 255, 255, 220, 227, 25, 0, 160, 45, 159, 239, 19, 192, 232, 95, 178, 252, 253, 255, 255, 254, 255, 159, 207, 157, 15]
[176, 59, 199, 225, 224, 192, 0, 3, 2, 198, 13, 239, 112, 195, 13, 47, 126, 240, 129, 33, 12, 195, 32, 0, 2, 64, 122, 231, 25, 5, 16, 224, 8, 3, 12, 112, 132, 3, 131, 24, 198, 16, 3, 16, 2, 224, 55, 0, 128, 32, 50, 51, 25, 4, 0, 0, 132, 195, 64, 0, 0, 253, 108, 207]
[235, 255, 255, 19, 0, 32, 224, 176, 32, 1, 3, 244, 240, 231, 191, 255, 255, 255, 199, 17, 6, 32, 0, 128, 246, 31, 72, 95, 120, 225, 0, 131, 24, 111, 252, 247, 255, 255, 207, 24, 195, 0, 65, 140, 254, 30, 57, 255, 103, 155, 38, 115, 251, 253, 254, 255, 255, 109, 96, 36, 138, 119, 119, 0]
[240, 255, 239, 227, 96, 192, 64, 0, 128, 128, 28, 255, 249, 255, 255, 255, 159, 255, 231, 33, 12, 131, 0, 12, 128, 3, 0, 64, 0, 103, 60, 227, 8, 127, 253, 255, 255, 255, 239, 24, 198, 0, 19, 189, 16, 6, 0, 128, 201, 96, 50, 49, 153, 124, 86, 116, 254, 255, 117, 54, 27, 11, 17, 32]
[32, 251, 223, 3, 192, 209, 99, 62, 46, 4, 24, 232, 241, 239, 255, 255, 255, 255, 195, 0, 6, 179, 246, 127, 183, 7, 0, 64, 1, 7, 116, 231, 59, 127, 252, 243, 255, 63, 231, 28, 35, 76, 122, 243, 6, 6, 1, 0, 193, 224, 247, 247, 187, 76, 206, 76, 150, 108, 0, 0, 228, 62, 25, 50]
[20, 64, 8, 14, 0, 0, 96, 0, 0, 128, 1, 0, 64, 192, 241, 207, 127, 255, 193, 193, 79, 240, 2, 12, 0, 1, 31, 16, 0, 0, 0, 96, 63, 255, 255, 255, 255, 253, 243, 28, 151, 0, 67, 185, 188, 31, 0, 0, 65, 128, 247, 247, 255, 255, 255, 255, 249, 124, 102, 32, 95, 0, 0, 176]
[0, 226, 255, 199, 243, 219, 39, 0, 140, 152, 17, 130, 241, 239, 255, 255, 255, 91, 0, 96, 202, 251, 255, 62, 0, 0, 0, 0, 8, 11, 252, 231, 63, 255, 254, 255, 255, 159, 67, 4, 21, 38, 34, 177, 0, 135, 67, 0, 200, 224, 247, 247, 251, 92, 254, 126, 219, 100, 0, 160, 255, 159, 153, 59]
[224, 255, 255, 243, 225, 128, 1, 0, 0, 0, 30, 255, 241, 231, 31, 119, 222, 255, 255, 63, 142, 227, 32, 12, 0, 0, 0, 108, 56, 111, 124, 227, 25, 39, 28, 226, 63, 255, 255, 63, 199, 152, 211, 57, 0, 227, 255, 255, 59, 133, 114, 115, 153, 12, 222, 253, 254, 3, 0, 0, 243, 157, 137, 155]
[52, 64, 64, 46, 7, 71, 206, 127, 127, 126, 253, 33, 7, 28, 241, 205, 1, 255, 251, 239, 127, 127, 19, 1, 127, 251, 254, 253, 247, 252, 255, 191, 255, 60, 241, 207, 255, 255, 255, 255, 255, 255, 243, 8, 239, 16, 16, 255, 255, 191, 207, 207, 6, 240, 255, 255, 255, 255, 78, 38, 19, 0, 0, 128]
[212, 255, 239, 255, 247, 65, 0, 0, 128, 128, 29, 255, 241, 199, 31, 254, 249, 247, 223, 247, 222, 227, 56, 14, 128, 3, 1, 66, 8, 99, 124, 227, 57, 39, 20, 227, 255, 255, 143, 0, 132, 24, 155, 121, 16, 102, 239, 254, 127, 132, 114, 115, 25, 76, 222, 252, 134, 0, 0, 0, 96, 185, 185, 42]
[20, 120, 223, 239, 231, 195, 7, 15, 0, 0, 0, 0, 112, 196, 61, 238, 120, 195, 9, 99, 0, 131, 48, 12, 135, 3, 0, 0, 0, 0, 8, 231, 123, 255, 255, 255, 255, 245, 3, 28, 228, 128, 147, 191, 243, 79, 131, 254, 127, 12, 226, 243, 255, 255, 255, 255, 249, 124, 102, 38, 0, 0, 128, 255]
[0, 243, 255, 247, 195, 1, 0, 68, 255, 254, 120, 195, 1, 7, 61, 254, 255, 243, 141, 99, 12, 0, 0, 0, 0, 24, 192, 99, 143, 31, 7, 0, 0, 100, 188, 251, 222, 1, 128, 16, 198, 0, 1, 40, 128, 2, 37, 253, 255, 255, 15, 6, 243, 221, 239, 15, 129, 112, 253, 127, 255, 15, 1, 0]
[148, 123, 199, 233, 239, 64, 0, 0, 0, 0, 1, 238, 116, 195, 12, 34, 123, 236, 3, 161, 76, 195, 2, 12, 128, 3, 23, 0, 56, 255, 63, 163, 124, 242, 255, 255, 251, 239, 159, 20, 214, 0, 3, 0, 32, 244, 87, 22, 223, 255, 223, 207, 231, 255, 250, 255, 251, 108, 254, 37, 154, 255, 191, 255]
[244, 127, 199, 96, 32, 64, 0, 0, 128, 130, 5, 46, 112, 225, 223, 127, 127, 112, 128, 33, 0, 251, 55, 47, 128, 1, 3, 134, 56, 231, 13, 39, 0, 32, 222, 127, 206, 1, 131, 140, 255, 255, 255, 59, 48, 102, 7, 0, 218, 255, 29, 0, 144, 124, 255, 47, 209, 44, 4, 0, 0, 248, 253, 127]
[244, 155, 255, 247, 235, 194, 69, 1, 131, 134, 77, 254, 242, 239, 191, 255, 255, 255, 141, 113, 207, 255, 54, 12, 131, 33, 225, 254, 255, 239, 244, 255, 27, 237, 184, 179, 223, 191, 247, 156, 183, 60, 19, 57, 51, 226, 125, 255, 255, 255, 255, 207, 255, 215, 236, 76, 16, 76, 231, 255, 31, 205, 153, 2]
[160, 59, 223, 239, 227, 130, 1, 71, 199, 0, 0, 224, 242, 255, 255, 255, 255, 255, 255, 35, 8, 66, 0, 0, 71, 250, 255, 255, 123, 197, 176, 195, 63, 127, 252, 255, 255, 63, 131, 24, 230, 216, 11, 8, 219, 241, 255, 255, 255, 155, 231, 255, 239, 255, 255, 247, 255, 127, 116, 62, 223, 205, 205, 207]
[180, 153, 255, 111, 2, 0, 64, 32, 32, 198, 109, 47, 16, 0, 0, 232, 252, 255, 203, 3, 12, 32, 0, 0, 0, 16, 24, 128, 24, 119, 15, 24, 96, 2, 0, 227, 188, 35, 6, 0, 198, 154, 7, 0, 0, 240, 127, 26, 218, 117, 0, 32, 224, 223, 222, 79, 131, 104, 245, 190, 255, 207, 207, 15]
[193, 255, 255, 247, 139, 160, 65, 0, 0, 136, 17, 254, 241, 199, 254, 255, 255, 255, 128, 0, 68, 128, 0, 12, 0, 0, 19, 38, 0, 32, 124, 235, 59, 255, 255, 255, 255, 255, 231, 28, 194, 168, 11, 57, 0, 225, 255, 255, 25, 205, 246, 247, 59, 0, 0, 8, 22, 239, 247, 55, 159, 143, 137, 143]
[32, 123, 207, 239, 239, 207, 3, 79, 2, 4, 57, 236, 117, 1, 124, 238, 115, 239, 187, 231, 25, 207, 116, 46, 71, 227, 86, 4, 0, 36, 124, 239, 255, 255, 253, 167, 251, 111, 0, 0, 0, 16, 156, 241, 59, 207, 211, 32, 254, 255, 255, 247, 251, 191, 154, 18, 129, 96, 241, 25, 4, 128, 255, 123]
[15, 64, 8, 2, 1, 1, 0, 128, 253, 208, 0, 179, 239, 254, 251, 199, 15, 127, 248, 13, 15, 192, 0, 4, 0, 0, 0, 115, 76, 1, 0, 192, 255, 255, 255, 255, 255, 220, 243, 223, 231, 144, 3, 49, 16, 3, 1, 252, 255, 8, 0, 51, 25, 60, 254, 255, 251, 124, 126, 54, 155, 207, 157, 59]
[180, 8, 219, 47, 3, 0, 0, 0, 128, 242, 237, 15, 16, 0, 0, 140, 120, 247, 219, 15, 0, 128, 0, 108, 128, 13, 27, 130, 152, 119, 15, 0, 0, 98, 12, 99, 24, 247, 143, 24, 64, 216, 203, 255, 252, 231, 127, 18, 200, 127, 205, 6, 0, 8, 6, 12, 166, 75, 36, 182, 255, 255, 191, 63]
[255, 191, 255, 255, 243, 247, 129, 128, 129, 143, 31, 254, 240, 195, 15, 190, 240, 215, 95, 255, 154, 215, 184, 14, 0, 0, 32, 226, 123, 239, 252, 255, 255, 3, 0, 128, 61, 119, 92, 127, 255, 255, 31, 49, 0, 0, 44, 159, 255, 239, 243, 255, 127, 3, 0, 64, 254, 191, 159, 254, 51, 8, 0, 128]
[180, 123, 239, 255, 231, 192, 0, 0, 129, 198, 13, 239, 112, 199, 13, 102, 248, 247, 255, 47, 28, 195, 0, 4, 0, 0, 113, 230, 57, 231, 60, 231, 249, 231, 93, 231, 57, 119, 158, 57, 196, 16, 3, 0, 0, 240, 125, 191, 255, 239, 55, 17, 0, 252, 222, 92, 0, 72, 97, 180, 18, 0, 0, 128]
[176, 249, 223, 247, 251, 251, 55, 0, 128, 132, 13, 110, 48, 65, 191, 239, 178, 219, 238, 253, 255, 255, 255, 14, 128, 1, 64, 102, 25, 255, 31, 33, 0, 0, 24, 225, 255, 255, 253, 231, 255, 127, 7, 49, 0, 0, 124, 187, 217, 255, 255, 31, 134, 0, 68, 124, 14, 1, 154, 65, 16, 8, 0, 128]
[252, 191, 231, 253, 14, 0, 0, 0, 225, 194, 30, 255, 176, 251, 79, 182, 255, 126, 133, 1, 12, 0, 0, 0, 0, 24, 56, 227, 8, 3, 0, 0, 0, 187, 254, 255, 255, 255, 131, 24, 192, 128, 3, 28, 192, 17, 40, 137, 65, 0, 32, 16, 249, 255, 255, 255, 255, 124, 100, 54, 155, 207, 16, 0]
[32, 81, 223, 239, 231, 3, 0, 0, 128, 244, 1, 71, 83, 207, 61, 238, 48, 227, 139, 7, 8, 192, 0, 12, 0, 0, 0, 64, 0, 35, 252, 111, 27, 109, 61, 165, 0, 0, 10, 24, 0, 0, 2, 32, 0, 0, 101, 153, 217, 100, 0, 32, 184, 44, 19, 3, 128, 64, 254, 255, 16, 0, 0, 192]
[180, 255, 255, 231, 225, 192, 0, 0, 128, 130, 13, 239, 112, 199, 31, 255, 255, 241, 129, 33, 12, 195, 48, 12, 128, 0, 0, 64, 8, 103, 60, 231, 57, 103, 20, 65, 8, 3, 130, 24, 230, 18, 3, 49, 0, 230, 255, 126, 24, 205, 242, 255, 175, 67, 64, 2, 193, 104, 254, 255, 26, 8, 129, 207]
[160, 123, 199, 233, 239, 223, 127, 0, 0, 128, 9, 238, 252, 255, 255, 231, 23, 12, 48, 168, 33, 159, 247, 127, 135, 3, 3, 6, 24, 228, 28, 227, 255, 255, 255, 159, 231, 140, 0, 128, 0, 254, 255, 119, 50, 102, 3, 0, 0, 0, 48, 243, 251, 191, 57, 51, 129, 0, 144, 217, 255, 191, 153, 58]
[252, 255, 71, 32, 120, 248, 123, 1, 129, 143, 159, 246, 252, 243, 207, 119, 255, 255, 247, 48, 7, 0, 248, 109, 0, 8, 0, 0, 0, 3, 60, 224, 0, 17, 216, 247, 255, 255, 103, 16, 0, 0, 0, 224, 0, 142, 103, 16, 0, 96, 48, 49, 31, 4, 64, 12, 0, 0, 0, 128, 96, 250, 255, 255]
[180, 255, 255, 255, 227, 64, 0, 0, 128, 128, 13, 255, 241, 199, 62, 254, 255, 255, 207, 51, 12, 227, 16, 12, 128, 1, 0, 64, 0, 99, 124, 239, 123, 103, 20, 193, 28, 35, 134, 24, 198, 16, 3, 33, 0, 230, 255, 24, 8, 228, 242, 255, 47, 65, 64, 12, 0, 72, 245, 255, 18, 8, 129, 207]
[0, 242, 255, 239, 227, 147, 3, 79, 12, 0, 16, 136, 32, 194, 61, 254, 253, 247, 201, 99, 78, 66, 48, 78, 199, 91, 6, 8, 32, 200, 47, 175, 57, 111, 124, 255, 255, 247, 195, 28, 0, 0, 0, 128, 42, 30, 130, 0, 218, 255, 223, 255, 239, 255, 255, 255, 249, 76, 64, 0, 64, 0, 64, 228]
[252, 63, 65, 32, 0, 0, 64, 0, 0, 194, 143, 255, 254, 255, 199, 1, 12, 120, 194, 1, 140, 255, 215, 63, 128, 1, 0, 0, 0, 35, 28, 97, 132, 19, 131, 28, 231, 218, 231, 141, 191, 255, 255, 127, 0, 6, 0, 128, 201, 100, 50, 49, 24, 166, 183, 255, 249, 60, 22, 138, 119, 9, 17, 48]
[105, 55, 130, 248, 255, 255, 63, 0, 128, 141, 251, 254, 255, 255, 254, 18, 3, 12, 52, 248, 241, 255, 255, 190, 143, 3, 0, 64, 24, 255, 255, 255, 239, 28, 195, 28, 227, 204, 1, 128, 24, 35, 28, 97, 0, 6, 0, 129, 201, 231, 217, 140, 68, 243, 177, 243, 249, 36, 16, 0, 0, 8, 16, 0]
[3, 0, 0, 14, 0, 0, 126, 48, 248, 176, 0, 2, 111, 252, 241, 131, 13, 54, 250, 12, 6, 0, 0, 65, 32, 8, 0, 64, 0, 211, 12, 32, 223, 31, 119, 12, 4, 16, 128, 144, 251, 207, 7, 32, 0, 0, 0, 137, 193, 116, 16, 34, 29, 244, 247, 151, 193, 32, 156, 255, 63, 0, 0, 0]
[244, 255, 199, 96, 96, 192, 0, 0, 128, 128, 13, 111, 248, 243, 143, 7, 14, 112, 192, 33, 111, 251, 19, 12, 128, 3, 0, 64, 0, 99, 28, 99, 8, 3, 142, 56, 132, 16, 192, 228, 255, 255, 7, 49, 0, 230, 255, 0, 128, 229, 126, 63, 135, 235, 247, 163, 241, 16, 8, 207, 51, 8, 0, 0]
[252, 191, 227, 255, 255, 239, 15, 0, 0, 130, 255, 254, 255, 223, 126, 242, 129, 7, 60, 255, 255, 255, 123, 14, 128, 1, 0, 0, 0, 99, 252, 255, 255, 159, 115, 142, 113, 228, 16, 99, 12, 3, 22, 49, 0, 6, 0, 128, 193, 228, 242, 185, 76, 176, 189, 255, 235, 0, 0, 0, 16, 8, 17, 48]
[244, 255, 199, 96, 104, 0, 0, 64, 0, 0, 0, 40, 112, 225, 133, 15, 30, 120, 224, 45, 12, 192, 0, 8, 0, 3, 22, 0, 0, 2, 0, 96, 8, 227, 143, 44, 102, 216, 239, 26, 132, 0, 0, 128, 168, 31, 2, 0, 248, 255, 22, 1, 251, 255, 179, 35, 0, 72, 97, 32, 88, 214, 247, 255]
[67, 255, 255, 243, 241, 161, 131, 134, 206, 157, 26, 242, 241, 199, 255, 255, 191, 255, 196, 49, 140, 130, 0, 0, 4, 16, 248, 255, 255, 255, 48, 128, 25, 255, 255, 255, 239, 220, 235, 28, 196, 0, 0, 0, 0, 240, 253, 223, 0, 0, 32, 48, 249, 252, 63, 3, 248, 254, 101, 32, 16, 255, 111, 12]
[33, 119, 134, 241, 255, 255, 63, 2, 0, 4, 251, 254, 255, 255, 254, 240, 131, 15, 54, 208, 241, 255, 255, 190, 159, 7, 0, 64, 0, 127, 252, 255, 255, 157, 243, 223, 251, 239, 53, 135, 0, 32, 12, 225, 34, 6, 0, 0, 193, 228, 242, 185, 100, 241, 253, 255, 249, 100, 0, 0, 64, 0, 17, 48]
[254, 141, 65, 0, 32, 80, 96, 0, 0, 195, 207, 63, 190, 32, 194, 153, 239, 252, 193, 33, 14, 128, 144, 239, 249, 31, 0, 0, 0, 0, 12, 96, 100, 211, 228, 255, 255, 63, 67, 16, 71, 142, 244, 239, 255, 31, 0, 0, 0, 96, 242, 255, 239, 241, 253, 255, 145, 0, 0, 196, 33, 0, 81, 114]
[252, 157, 227, 126, 102, 64, 0, 0, 227, 255, 255, 127, 159, 25, 6, 16, 136, 96, 223, 255, 127, 227, 16, 4, 128, 0, 0, 192, 9, 255, 255, 60, 230, 0, 0, 0, 0, 2, 140, 113, 207, 27, 3, 32, 0, 2, 103, 8, 128, 96, 176, 60, 12, 130, 0, 0, 0, 130, 251, 255, 27, 8, 9, 234]
[255, 143, 97, 16, 16, 48, 96, 0, 128, 193, 255, 255, 255, 112, 130, 17, 142, 112, 196, 25, 142, 176, 8, 12, 128, 0, 1, 0, 8, 35, 252, 123, 228, 129, 131, 24, 198, 152, 239, 127, 231, 0, 3, 33, 0, 224, 255, 58, 8, 0, 48, 49, 28, 4, 32, 32, 30, 207, 239, 55, 16, 128, 205, 239]
[180, 251, 255, 255, 103, 64, 0, 67, 67, 0, 12, 239, 112, 207, 127, 255, 255, 255, 253, 115, 12, 195, 48, 10, 195, 243, 127, 175, 49, 64, 48, 231, 59, 255, 252, 227, 31, 63, 210, 24, 198, 16, 145, 189, 187, 15, 144, 255, 123, 1, 242, 247, 251, 31, 2, 0, 0, 64, 64, 32, 0, 33, 16, 0]
[248, 255, 255, 243, 240, 240, 1, 0, 0, 128, 9, 254, 240, 195, 191, 255, 255, 255, 255, 51, 143, 195, 56, 12, 128, 3, 0, 0, 0, 98, 28, 227, 127, 103, 244, 227, 255, 255, 15, 0, 0, 0, 24, 241, 48, 6, 66, 16, 216, 101, 48, 243, 57, 253, 254, 253, 191, 64, 0, 0, 96, 62, 185, 50]
[240, 255, 255, 227, 0, 128, 64, 0, 128, 198, 13, 15, 128, 199, 255, 255, 191, 251, 252, 61, 14, 227, 0, 12, 0, 0, 0, 64, 8, 239, 125, 231, 59, 39, 4, 0, 4, 26, 254, 123, 231, 0, 2, 32, 0, 162, 103, 24, 136, 228, 113, 80, 0, 206, 135, 5, 0, 200, 197, 32, 16, 172, 237, 239]
[254, 255, 255, 247, 113, 96, 0, 128, 129, 199, 31, 255, 241, 199, 191, 255, 188, 255, 255, 127, 142, 227, 24, 4, 0, 0, 32, 231, 57, 103, 60, 225, 0, 103, 252, 231, 63, 255, 255, 255, 255, 255, 211, 57, 185, 7, 40, 155, 201, 96, 48, 16, 152, 76, 254, 253, 255, 3, 0, 196, 255, 221, 153, 59]
[195, 255, 255, 15, 0, 0, 192, 127, 96, 64, 0, 1, 128, 194, 31, 255, 255, 255, 195, 1, 12, 96, 0, 0, 96, 156, 30, 57, 128, 0, 0, 0, 0, 98, 252, 247, 191, 255, 207, 24, 198, 216, 201, 222, 204, 153, 0, 193, 241, 16, 4, 0, 187, 93, 222, 252, 254, 107, 100, 182, 255, 223, 30, 29]
